2	zcjkguasq321	too much miti kata in hawa	Tue Apr 04 13:03:20 CDT 2017	null	null	null	too much miti kata in hawa
10780	trend_auditor	#Calexit- Idiotic #Liberal Californians seek to leave the #US because #DonaldTrump Is President https://t.co/c5rDYhHc5l	Tue Apr 04 19:45:26 CDT 2017	null	null	null	#Calexit- Idiotic #Liberal Californians seek to leave the #US because #DonaldTrump Is President https://t.co/c5rDYhHc5l
10781	BethH2017	RT @osgood_chris: #Trump only response to #Syria government using chemical weapons on its people is condemn it and attack #Obama BUT 2017 #…	Tue Apr 04 19:45:29 CDT 2017	null	null	null	RT @osgood_chris: #Trump only response to #Syria government using chemical weapons on its people is condemn it and attack #Obama BUT 2017 #…
10782	Bettylulu4	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 19:45:29 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
10783	MandingoLuke	regram thegodbox99 #ColinKaepernick #nfl #facts💯💯 #donaldtrump… https://t.co/P3dIby1vHJ	Tue Apr 04 19:45:31 CDT 2017	null	null	null	regram thegodbox99 #ColinKaepernick #nfl #facts💯💯 #donaldtrump… https://t.co/P3dIby1vHJ
10784	MediaShrink	@CarmineZozzora @maddow @Lawrence @chrislhayes @LouDobbs @steph93065 @LindaSuhler @ChristieC733 @DrMartyFox… https://t.co/HLUeUBxc9n	Tue Apr 04 19:45:35 CDT 2017	null	null	null	@CarmineZozzora @maddow @Lawrence @chrislhayes @LouDobbs @steph93065 @LindaSuhler @ChristieC733 @DrMartyFox… https://t.co/HLUeUBxc9n
10785	pds0399	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 19:45:38 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
10786	yeminkus	.@RandPaul: #SusanRice 'Ought to Be Under Subpoena,' Asked If #Obama Knew About Eavesdropping - Breitbart https://t.co/sxLACE4hEH	Tue Apr 04 19:45:38 CDT 2017	null	null	null	.@RandPaul: #SusanRice 'Ought to Be Under Subpoena,' Asked If #Obama Knew About Eavesdropping - Breitbart https://t.co/sxLACE4hEH
10787	yeminkus	.@RandPaul: #SusanRice 'Ought to Be Under Subpoena,' Asked If #Obama Knew About Eavesdropping - Breitbart https://t.co/AzDh7kWFBv	Tue Apr 04 19:45:39 CDT 2017	null	null	null	.@RandPaul: #SusanRice 'Ought to Be Under Subpoena,' Asked If #Obama Knew About Eavesdropping - Breitbart https://t.co/AzDh7kWFBv
10788	Caplea44	#donaldtrump @realDonaldTrump You did NOT bring back coal mining. You are lying to workers and the nation. For respect, speak truth.	Tue Apr 04 19:45:40 CDT 2017	null	null	null	#donaldtrump @realDonaldTrump You did NOT bring back coal mining. You are lying to workers and the nation. For respect, speak truth.
10789	liberty_frees	Too bad all President #Trump wants to do is blame President #Obama. https://t.co/EOEjsmKXqZ	Tue Apr 04 19:45:40 CDT 2017	null	null	null	Too bad all President #Trump wants to do is blame President #Obama. https://t.co/EOEjsmKXqZ
10790	Steampunkflyer	@Daveann @Trumptbird @Trump45Michael @POTUS When #Trump accuses #Obama of #wiretapping without evidence - yet anoth… https://t.co/D9N8Tl1cRg	Tue Apr 04 19:45:41 CDT 2017	null	null	null	@Daveann @Trumptbird @Trump45Michael @POTUS When #Trump accuses #Obama of #wiretapping without evidence - yet anoth… https://t.co/D9N8Tl1cRg
10791	jeffmrtnez	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:45:42 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10792	susan_mangan	RT @flyer1618: Hmmm...... who else uses human shields? #susanrice #obama #maga https://t.co/OV2xfyCcGg	Tue Apr 04 19:45:47 CDT 2017	null	null	null	RT @flyer1618: Hmmm...... who else uses human shields? #susanrice #obama #maga https://t.co/OV2xfyCcGg
10793	annwin77	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 19:45:52 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
10794	murray_jim	RT @thomasfrisbie: Rahm Emanuel: We are only city in which community college is free. It is not what #DonaldTrump thinks https://t.co/qkag9…	Tue Apr 04 19:45:52 CDT 2017	null	null	null	RT @thomasfrisbie: Rahm Emanuel: We are only city in which community college is free. It is not what #DonaldTrump thinks https://t.co/qkag9…
10795	jameswyldersr	Finally, one has it absolutely right. Well done https://t.co/qHabq8MNZ8	Tue Apr 04 19:45:58 CDT 2017	null	null	null	Finally, one has it absolutely right. Well done https://t.co/qHabq8MNZ8
10796	Donnaphoto	RT @foreignpolicy77: #Trump's contemptible Syria statement shows his utterly duplicitous character.His #Idlib statement accuses #Obama o… 	Tue Apr 04 19:46:03 CDT 2017	null	null	null	RT @foreignpolicy77: #Trump's contemptible Syria statement shows his utterly duplicitous character.His #Idlib statement accuses #Obama o… 
10797	LindaLeeWhite	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 19:46:09 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
10798	CaliBlondeLady	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 19:46:12 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
10799	StillServingDSS	RT @jonathans_tobin: He inherited a mess from #Obama but #Trump's #Russia tilt means unless he acts, he owns the #Syria disaster too. https…	Tue Apr 04 19:46:14 CDT 2017	null	null	null	RT @jonathans_tobin: He inherited a mess from #Obama but #Trump's #Russia tilt means unless he acts, he owns the #Syria disaster too. https…
10800	tempkt	RT @QuinnipiacPoll: #Trump Slump Continues As He Drops Below #Obama; #Republicans In #Congress Drop To More Than 3-1 Negative https://t.co/…	Tue Apr 04 19:46:15 CDT 2017	null	null	null	RT @QuinnipiacPoll: #Trump Slump Continues As He Drops Below #Obama; #Republicans In #Congress Drop To More Than 3-1 Negative https://t.co/…
10801	mkahnerx82	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:46:21 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10802	angelogia	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:46:22 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10803	malibutahoe	RT @gabsterliane: @MarkSimoneNY Give me a break! #SusanRiceUnmasked is a liar! That's what people dislike about her! Sent out by… 	Tue Apr 04 19:46:22 CDT 2017	null	null	null	RT @gabsterliane: @MarkSimoneNY Give me a break! #SusanRiceUnmasked is a liar! That's what people dislike about her! Sent out by… 
10804	survivecollapse	Former CIA Analyst: #SusanRice’s NSA Demasking Denials Don’t Add Up https://t.co/LP8kZ12sIq via @weaselzippers #Trump #Obama	Tue Apr 04 19:46:23 CDT 2017	null	null	null	Former CIA Analyst: #SusanRice’s NSA Demasking Denials Don’t Add Up https://t.co/LP8kZ12sIq via @weaselzippers #Trump #Obama
10805	GagneRenaud	#SusanRice’s #WhiteHouse Unmasking: A Watergate-style Scandal https://t.co/Mk5xRDkDWD #Obama #Trump	Tue Apr 04 19:46:26 CDT 2017	null	null	null	#SusanRice’s #WhiteHouse Unmasking: A Watergate-style Scandal https://t.co/Mk5xRDkDWD #Obama #Trump
10806	Queso_the_Clown	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 19:46:31 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
10807	SnappyBHS	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 19:46:32 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
10808	SnappyBHS	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 19:46:36 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
10809	musejamie	#SyriaChemicalAttack All lies #Obama #Rebels used chemical weapons in every attack not #AssadPutin https://t.co/A6EjG6VvvV	Tue Apr 04 19:46:37 CDT 2017	null	null	null	#SyriaChemicalAttack All lies #Obama #Rebels used chemical weapons in every attack not #AssadPutin https://t.co/A6EjG6VvvV
10810	CraigsMustang	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:46:38 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10811	AllAmeriScout	RT @WeTheeAmericans: #SusanRice & #VallerieJarrett were both #Obama's #Criminal #surrogates that #LIED to #US DAILY! #UniteBlue… 	Tue Apr 04 19:46:39 CDT 2017	null	null	null	RT @WeTheeAmericans: #SusanRice & #VallerieJarrett were both #Obama's #Criminal #surrogates that #LIED to #US DAILY! #UniteBlue… 
10812	TheClickbaitBot	Drama: #Obama is amazed by Johnny Depp! #TheBaitBot	Tue Apr 04 19:46:40 CDT 2017	null	null	null	Drama: #Obama is amazed by Johnny Depp! #TheBaitBot
10813	DJergentz	RT @CyrusMMcQueen: #DonaldTrump didn't win... America lost. #ElectionNight	Tue Apr 04 19:46:43 CDT 2017	null	null	null	RT @CyrusMMcQueen: #DonaldTrump didn't win... America lost. #ElectionNight
10814	CMBMummy	RT @DumpTrump22: We Are a Nation in #Turmoil #Trump backs #Putin #Trump backs #Assad #Trump blames #Obama for Syria chemical attack. https:…	Tue Apr 04 19:46:44 CDT 2017	null	null	null	RT @DumpTrump22: We Are a Nation in #Turmoil #Trump backs #Putin #Trump backs #Assad #Trump blames #Obama for Syria chemical attack. https:…
10815	linda_her	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:46:46 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10816	MacChomhghaill	👑#Trump💛✝ #MAGA #ccot #tcot #DonaldTrump #Moms #Dads #SC #Christians #GOP #Florida #Breaking #News #California #USA https://t.co/J3kEgpslhX	Tue Apr 04 19:46:47 CDT 2017	null	null	null	👑#Trump💛✝ #MAGA #ccot #tcot #DonaldTrump #Moms #Dads #SC #Christians #GOP #Florida #Breaking #News #California #USA https://t.co/J3kEgpslhX
10817	EdDuncan2	RT @michaelharrisdr: Hollande. #obama and #merkel are responsible! 5 years nothing #Hollande accuses Assad of chemical weapons #massacre… 	Tue Apr 04 19:46:48 CDT 2017	null	null	null	RT @michaelharrisdr: Hollande. #obama and #merkel are responsible! 5 years nothing #Hollande accuses Assad of chemical weapons #massacre… 
10818	imacommi	RT @jackflackdaily: Mattis Ramps Up US Effort To Crush ISIS Capital https://t.co/tfueDEEqlU #trump #maga #deplorables #donaldtrump https://…	Tue Apr 04 19:46:49 CDT 2017	null	null	null	RT @jackflackdaily: Mattis Ramps Up US Effort To Crush ISIS Capital https://t.co/tfueDEEqlU #trump #maga #deplorables #donaldtrump https://…
10819	LuvVolatility	.@TheSteve12 .@PaxHart #SusanRice was #Obama's bitch who did his dirty work #KarmaIsABitch #SusanRiceUnmasked #ObamaGate	Tue Apr 04 19:46:50 CDT 2017	null	null	null	.@TheSteve12 .@PaxHart #SusanRice was #Obama's bitch who did his dirty work #KarmaIsABitch #SusanRiceUnmasked #ObamaGate
10820	adam_kingsbury	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:46:51 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10821	SmbizMichigan	RT @SmBizAmerica: Susan Rice’s Unmasking -- Intelligence Agencies Alone Can Make That Call | National Review #FedFraud #dnc #obama https:/…	Tue Apr 04 19:46:54 CDT 2017	null	null	null	RT @SmBizAmerica: Susan Rice’s Unmasking -- Intelligence Agencies Alone Can Make That Call | National Review #FedFraud #dnc #obama https:/…
10822	AllAmeriScout	RT @WeTheeAmericans: #LiberalMedia #CNN #ABC #NBC #CBS are the #DemocRATS #BITCHES #Obama & #SusanRice #Spying, #ZeroCoverage?… 	Tue Apr 04 19:46:55 CDT 2017	null	null	null	RT @WeTheeAmericans: #LiberalMedia #CNN #ABC #NBC #CBS are the #DemocRATS #BITCHES #Obama & #SusanRice #Spying, #ZeroCoverage?… 
10823	FemzForever	RT @HollyinAR: @funder LET'S GET THIS WRAPPED UP. (YES I am screaming) America cannot become vulnerable to attack/act of war b/c D… 	Tue Apr 04 19:46:59 CDT 2017	null	null	null	RT @HollyinAR: @funder LET'S GET THIS WRAPPED UP. (YES I am screaming) America cannot become vulnerable to attack/act of war b/c D… 
10824	AllAmeriScout	RT @FemForTrump: #RussiansAteMyHomework #Liberal #DemocRATS #Policies DON'T WORK so they have to #Blame somebody 4 #Dems… 	Tue Apr 04 19:47:00 CDT 2017	null	null	null	RT @FemForTrump: #RussiansAteMyHomework #Liberal #DemocRATS #Policies DON'T WORK so they have to #Blame somebody 4 #Dems… 
10825	Liee4Trump	RT @LADtweets722: @bfraser747 @PoliceFirstNow @SenSchumer Here's the Russian Collusion #HillaryClinton #Podesta #Obama https://t.co/Ao5Dva…	Tue Apr 04 19:47:01 CDT 2017	null	null	null	RT @LADtweets722: @bfraser747 @PoliceFirstNow @SenSchumer Here's the Russian Collusion #HillaryClinton #Podesta #Obama https://t.co/Ao5Dva…
10826	MelinaCopper	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 19:47:01 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
10827	fish_tell	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe	Tue Apr 04 19:47:05 CDT 2017	null	null	null	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe
10828	aporter925	RT @Steampunkflyer: @Daveann @Trumptbird @Trump45Michael @POTUS When #Trump accuses #Obama of #wiretapping without evidence - yet anoth… 	Tue Apr 04 19:47:07 CDT 2017	null	null	null	RT @Steampunkflyer: @Daveann @Trumptbird @Trump45Michael @POTUS When #Trump accuses #Obama of #wiretapping without evidence - yet anoth… 
10829	SnappyBHS	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:47:08 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10830	RealJimPeterson	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 19:47:09 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
10831	KevonDave	RT @comermd: Will #SusanRice bring down #obama? What ever you do Susan, don't take baths, long walks at night or order take out!… 	Tue Apr 04 19:47:09 CDT 2017	null	null	null	RT @comermd: Will #SusanRice bring down #obama? What ever you do Susan, don't take baths, long walks at night or order take out!… 
10832	AllAmeriScout	RT @FightinForUS: #TuesdayWisdom #AmericaFirst #SusanRiceUnmasked #Obama #TonyRomo #TuesdayMotivation #BankSocial #EqualPayDay #I75… 	Tue Apr 04 19:47:13 CDT 2017	null	null	null	RT @FightinForUS: #TuesdayWisdom #AmericaFirst #SusanRiceUnmasked #Obama #TonyRomo #TuesdayMotivation #BankSocial #EqualPayDay #I75… 
10833	MarieOakes	RT @MarieOakes: #susanriceunmasked #TrumpRightAgain #ArrestObama We've known all along how corrupt #Obama's cabinet was. It's why #DrainThe…	Tue Apr 04 19:47:13 CDT 2017	null	null	null	RT @MarieOakes: #susanriceunmasked #TrumpRightAgain #ArrestObama We've known all along how corrupt #Obama's cabinet was. It's why #DrainThe…
10834	UncleSteveInGa	#RandPaul forcefully asserts on MSNBC that #SusanRice willfully violated privacy of #DonaldTrump and his associates… https://t.co/VXwCXKYUyg	Tue Apr 04 19:47:15 CDT 2017	null	PlaceJSONImpl{name='Georgia', streetAddress='null', countryCode='US', id='7142eb97ae21e839', country='United States', placeType='admin', url='https://api.twitter.com/1.1/geo/id/7142eb97ae21e839.json', fullName='Georgia, USA', boundingBoxType='Polygon', boundingBoxCoordinates=[[Ltwitter4j.GeoLocation;@1bb48e78], geometryType='null', geometryCoordinates=null, containedWithIn=null}	null	#RandPaul forcefully asserts on MSNBC that #SusanRice willfully violated privacy of #DonaldTrump and his associates… https://t.co/VXwCXKYUyg
10835	ETaff1	RT @MooreCO2: #SusanRice #Farkas #Obama #Hillary #DavidBrock #Podesta all likely to go to Federal prison for treason and subversi… 	Tue Apr 04 19:47:18 CDT 2017	null	null	null	RT @MooreCO2: #SusanRice #Farkas #Obama #Hillary #DavidBrock #Podesta all likely to go to Federal prison for treason and subversi… 
10836	AllAmeriScout	RT @WeThePatriotic: #TuesdayMotivation #AmericaFirst #TampaTogether #EqualPayDay #TuesdayWisdom #FUSEDesign #NationalHugANewsPersonDay… 	Tue Apr 04 19:47:19 CDT 2017	null	null	null	RT @WeThePatriotic: #TuesdayMotivation #AmericaFirst #TampaTogether #EqualPayDay #TuesdayWisdom #FUSEDesign #NationalHugANewsPersonDay… 
10837	NikkiLacy	RT @NikkiLacy: Why not launch a drone into NK full of mini drones the size of a mosquito that could detach and take out Kim? #TakeOutKim #…	Tue Apr 04 19:47:19 CDT 2017	null	null	null	RT @NikkiLacy: Why not launch a drone into NK full of mini drones the size of a mosquito that could detach and take out Kim? #TakeOutKim #…
10838	PcolaBucsfan	RT @mollyday15: @iNathan00 #Obama needs to stay in Tahiti. #NoExtraditionTreaty	Tue Apr 04 19:47:20 CDT 2017	null	null	null	RT @mollyday15: @iNathan00 #Obama needs to stay in Tahiti. #NoExtraditionTreaty
10839	MacChomhghaill	👑#Trump💛✝ #MAGA #ccot #tcot #DonaldTrump #Moms #Dads #SC #Christians #GOP #Florida #Breaking #News #California #USA https://t.co/l2vfERjYXI	Tue Apr 04 19:47:29 CDT 2017	null	null	null	👑#Trump💛✝ #MAGA #ccot #tcot #DonaldTrump #Moms #Dads #SC #Christians #GOP #Florida #Breaking #News #California #USA https://t.co/l2vfERjYXI
